,release_pos_x,release_pos_z,plate_x,plate_z,release_pos_y,iso_value,arm_angle,p_side_adv,in_box,is_strike,pitch_variety,pmv,obp,avg_rel_speed,fav_pitch_prop_order,pitcher_fav_pitch,fav_pitch_order,age_pit,pitcher
0,-0.014756578947368482,0.04065213815789459,-0.030743421052631587,-0.03125986842105277,0.02660361842104919,0.01484292641787896,-0.14249177631579357,-0.021710526315789513,0.02253289473684217,0.05024671052631577,0.007049640158746762,-0.017639240906657583,-0.02829432848408181,-0.038610197368427635,0.024671052631578927,3,3,41.0,434378.0
1,-0.004806835593893499,0.06828939901254216,0.14036671443164406,0.04219266074570127,0.06483059985244921,-0.04289714117300325,0.7027775608162798,0.019883945292548666,-0.02950314965098466,0.038076017252142325,0.27285948720784337,-0.036114746373802964,-0.005069260241674034,0.8445349299131664,0.017291158277055796,1,1,41.0,450203.0
2,-0.005519367028814504,0.07914666981577767,0.009975909305621172,0.10273500236183297,0.08318469532356687,-0.016349683016349703,0.03043014575186831,0.02423240434577234,0.01709966934341045,0.06336797354747287,0.26571012716154296,-0.11010920960772952,-0.0650650650650651,2.262123287671244,0.16185640056683986,3,3,40.0,453286.0
3,-0.20844579469139757,0.10028141989127004,-0.03853853533738405,0.03733290693955871,0.08467540773904858,-0.35620915032679734,-0.3485129517109087,0.08186760473297089,0.09338023664854489,-0.02590342181004157,1.8176034096740343,0.04352648501761258,-0.07189542483660138,1.7653341861208958,-0.10297409657818996,7,0,38.0,456501.0
4,-0.07550352749282752,0.037737786424557385,-0.0869303934284479,-0.014200074676728569,0.03545803364382749,0.040404040404040414,-0.17581529581529765,-0.09245175490311675,0.05142868372440351,0.0014149274849663829,0.28000570278123593,-0.06029376371860273,0.030303030303030276,0.5174674763195952,0.11740459065361786,3,3,37.0,458681.0
5,-0.06436669326537814,0.022533484345371058,0.006515783332046297,-0.07221985550893617,0.055159935476680744,0.02411616161616162,-0.38704644412190703,-0.025794314739976176,-0.005238230070272076,-0.005682256943550679,0.09419190661453758,-0.012250416865902225,-0.024242424242424232,0.6464005937518778,0.025371738440285896,3,0,37.0,471911.0
6,-0.026463223787167367,0.028618283776735254,-0.09179577464788732,0.16477764736567568,0.017537167449141577,0.01994134897360704,0.25439488784559217,-0.02008346374543557,0.017279603547209144,0.03155972874282734,-1.8253865718853675,-0.024917107503605096,0.01348973607038123,1.0121674491392838,-0.026473656755346908,8,8,36.0,477132.0
7,-0.0068730284676172815,0.014342954183974577,-0.04605301460899662,-0.06113459018335732,0.015235047230611087,0.033670033670033656,0.4619469093955857,0.002912464500748585,0.024851450667260244,0.0037403914162720264,0.055166109524432905,-0.014323316489553428,0.0033670033670033517,0.8252049532002133,0.017725391075192,7,7,35.0,500779.0
8,0.016415223116136524,0.04004427290956958,-0.006170403388820439,0.022267763523471373,0.02261632963687532,0.030209254347185382,0.3450310959561165,-0.008447891248500095,0.0174454188913854,0.0216633245552576,0.11284512579161543,-0.02411571410814295,0.06024167403477748,0.7940129899414359,0.044196403404927004,7,7,37.0,502043.0
9,-0.005637175155383201,0.015894548033203115,-0.013846827681141288,0.3336545280106784,0.05546072665081425,-0.09069069069069069,-0.42619613732114914,-0.08834939306720058,0.04575981312309679,0.02348475368122474,0.17074519849974967,-0.07530414778586159,0.17117117117117114,0.8782046468944316,0.0479289200350394,7,4,37.0,502171.0
10,0.05568936170212768,0.0336234042553194,0.025063829787234038,-0.2828212765957443,-0.0018936170212739967,-0.12051282051282053,0.4508936170212863,-0.03191489361702127,0.023191489361702122,0.018510638297872334,0.12815620955507923,-0.05993754325779954,-0.0435897435897436,0.06482978723404642,0.030851063829787195,3,3,37.0,502179.0
11,-0.0927279761563593,0.019310597810512142,0.2293567375480025,-0.24973015418123534,0.027252421619756717,-0.0170709793351303,-0.20233736458990137,0.0910299765002579,-0.014346305955178551,0.035627901644981974,0.7822013549833295,-0.028590978284247726,-0.09164420485175206,-0.19449762136757442,0.01740127242505879,2,2,37.0,502624.0
12,0.028920489217466372,0.04197817235041157,-0.0022392387320583906,0.07587430794663996,0.04299710419355307,0.07071167883211679,0.3053936706473195,-0.002011901283696549,0.047656911657562584,0.054676376062812726,0.12608929011737757,-0.0075432603460969805,-0.005474452554744547,0.5569057402058633,0.0030289469693887683,8,8,38.0,506433.0
13,-0.025363811650091383,0.019944248528517505,-0.02018006647046885,-0.029274533184493468,-0.00514270854475285,-0.012928022361984648,-0.1756361629795009,-0.014099604221635864,0.0012621777958189417,0.008486401461335502,-0.06430426207809248,0.018476661487442314,-0.052236198462613515,0.5307413233204699,-0.03331768824842701,2,2,36.0,518876.0
14,0.03547723924294521,0.013774262400362502,-0.05467022401873748,0.07920675456159554,0.04163348570133252,0.019464834682225984,-0.11967754969563238,-0.005532469494918979,0.01167881832949258,0.008401647085489794,0.1999203654396644,-0.04498313306394219,0.022774327122153215,-0.2710154508707632,0.031866948736352985,8,8,35.0,519242.0
15,0.023580171568068353,0.06304064189728731,0.04584532066345737,0.033242796194474344,0.03650989026031226,-0.12011263073209977,0.44282927608313827,-0.0038214962013186915,-0.014785482877415546,0.03961237480322144,2.93782399019942,-0.0099316362724855,-0.04875301689460981,0.27728206064200833,0.010303780429376463,7,7,33.0,527048.0
16,-0.07188174858984686,0.05493518331990277,0.0756956923180231,0.019516183185602998,0.0029059142492613432,0.010752688172043029,1.9605176998399543,0.010648334676336274,0.006714175396185906,0.0466349382218641,0.46993252928994256,-0.028995012366145878,0.02867383512544802,-0.007453918211140831,0.05483397125973677,3,3,35.0,542881.0
17,0.019471933586233447,0.07373340343064516,-0.025679703392160098,0.09565997993292674,0.05246292402001984,-0.016938616938616938,0.7075299631645606,0.004277997690912083,0.01539048325911263,0.020139232503161242,0.8197491654782816,-0.06751453345389169,-0.07560217560217561,0.3890861234812206,0.11090837869041731,3,3,34.0,543037.0
18,-0.01967639151647882,0.005780145374887802,-0.05124489694314449,0.1551354177038733,0.042035497361354146,0.00019357336430506078,-0.6484785432979407,-0.00048541272528129786,-0.02107189086926209,-0.0032485313153440276,0.21007918345487298,-0.0444829678718216,0.01345334881920246,0.9001916757940904,0.08864383152444488,3,3,34.0,543135.0
19,-0.057267521979254554,0.03286130903419515,0.022213913607019076,0.017207735558143256,0.038568081386443964,-0.04702302528389485,-0.48889660403158075,0.004557868911417073,-0.0008724045963259819,0.004248076258844213,-2.7352628518629976,-0.02319297850323787,-0.04256854256854259,0.41912097225041123,0.07922858068674266,3,3,35.0,543243.0
20,-0.006016939860753467,0.020752112587812732,0.03599771315795657,-0.01144542253061509,5.4638817317709254e-05,-0.08110218652387327,-0.0817825850567786,-0.012576325963749913,0.0006787430722521859,0.020958802906064555,-0.006391030261801323,0.00843989853345728,-0.11735832217759928,0.8407001756900456,-0.024108431816342535,0,0,35.0,543294.0
